2021-09-22 10:13:27,040 INFO  ExportHelperExtension.cs: 1145 - Found 15 features of type [CoordSys] in 0-Ginger-V10-Inner-Frame-0825-1
2021-09-22 10:13:27,040 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 001_xr1_dvt4_asm(2)0818-1
2021-09-22 10:13:27,041 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 001_xr1_dvt4_asm(2)0818-1
2021-09-22 10:13:27,041 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 001_xr1_dvt4_asm(2)0818-1
2021-09-22 10:13:27,041 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 0-Ginger-XR1-V11-0420-1
2021-09-22 10:13:27,042 INFO  ExportHelperExtension.cs: 1136 - Found 24 in 0-Ginger-XR1-V11-0420-1
2021-09-22 10:13:27,042 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 0-Ginger-XR1-V11-0420-1
2021-09-22 10:13:27,045 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 零件1^001_xr1_dvt4_asm_0329_sensor_edited-1
2021-09-22 10:13:27,052 INFO  ExportHelperExtension.cs: 1136 - Found 23 in 零件1^001_xr1_dvt4_asm_0329_sensor_edited-1
2021-09-22 10:13:27,052 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 零件1^001_xr1_dvt4_asm_0329_sensor_edited-1
2021-09-22 10:13:27,052 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 雷达-1
2021-09-22 10:13:27,053 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 雷达-1
2021-09-22 10:13:27,053 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 雷达-1
2021-09-22 10:13:27,053 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from hudiejie装配体-1
2021-09-22 10:13:27,054 INFO  ExportHelperExtension.cs: 1136 - Found 42 in hudiejie装配体-1
2021-09-22 10:13:27,054 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in hudiejie装配体-1
2021-09-22 10:13:27,055 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 001_xr1_dvt4_asm_0329_sensor_edited
2021-09-22 10:13:27,055 INFO  ExportHelperExtension.cs: 1136 - Found 286 in 001_xr1_dvt4_asm_0329_sensor_edited
2021-09-22 10:13:27,056 INFO  ExportHelperExtension.cs: 1145 - Found 69 features of type [RefAxis] in 001_xr1_dvt4_asm_0329_sensor_edited
2021-09-22 10:13:27,057 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-09-22 10:13:27,057 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2021-09-22 10:13:27,057 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 0-Ginger-V10-Inner-Frame-0825-1
2021-09-22 10:13:27,058 INFO  ExportHelperExtension.cs: 1136 - Found 68 in 0-Ginger-V10-Inner-Frame-0825-1
2021-09-22 10:13:27,058 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 0-Ginger-V10-Inner-Frame-0825-1
2021-09-22 10:13:27,059 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 001_xr1_dvt4_asm(2)0818-1
2021-09-22 10:13:27,060 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 001_xr1_dvt4_asm(2)0818-1
2021-09-22 10:13:27,061 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 001_xr1_dvt4_asm(2)0818-1
2021-09-22 10:13:27,061 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 0-Ginger-XR1-V11-0420-1
2021-09-22 10:13:27,061 INFO  ExportHelperExtension.cs: 1136 - Found 24 in 0-Ginger-XR1-V11-0420-1
2021-09-22 10:13:27,062 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 0-Ginger-XR1-V11-0420-1
2021-09-22 10:13:27,062 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 零件1^001_xr1_dvt4_asm_0329_sensor_edited-1
2021-09-22 10:13:27,062 INFO  ExportHelperExtension.cs: 1136 - Found 23 in 零件1^001_xr1_dvt4_asm_0329_sensor_edited-1
2021-09-22 10:13:27,063 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 零件1^001_xr1_dvt4_asm_0329_sensor_edited-1
2021-09-22 10:13:27,063 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 雷达-1
2021-09-22 10:13:27,063 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 雷达-1
2021-09-22 10:13:27,064 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 雷达-1
2021-09-22 10:13:27,064 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from hudiejie装配体-1
2021-09-22 10:13:27,064 INFO  ExportHelperExtension.cs: 1136 - Found 42 in hudiejie装配体-1
2021-09-22 10:13:27,065 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in hudiejie装配体-1
2021-09-22 10:13:27,338 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-09-22 10:25:17,737 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2021-09-22 10:25:17,793 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
