reward/env_0,reward/env_1,time/total_timesteps,eval/mean_reward,eval/success_rate,eval/mean_ep_length,train/value_loss,train/learning_rate,train/entropy_loss,train/std,train/loss,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/n_updates,train/approx_kl,train/explained_variance
180.32077849503133,,,,,,,,,,,,,,,,
,413.7660921229246,,,,,,,,,,,,,,,
,,808000,-1441.9436519,0.0,101.1,,,,,,,,,,,
721.2372469229929,,,,,,,,,,,,,,,,
,496.993627149584,,,,,,,,,,,,,,,
234.3754664440547,,,,,,,,,,,,,,,,
,426.8947962144877,,,,,,,,,,,,,,,
270.6473535340988,,,,,,,,,,,,,,,,
,30.214777633284097,,,,,,,,,,,,,,,
244.47025564819359,,,,,,,,,,,,,,,,
,,810000,-1111.1643513,0.0,99.7,,,,,,,,,,,
,238.6859224811209,,,,,,,,,,,,,,,
-38.99335315763672,,,,,,,,,,,,,,,,
,-7.453608683129775,,,,,,,,,,,,,,,
712.037624778799,,,,,,46627.6615234375,0.0003,-8.070955276489258,0.9296135306358337,21119.12109375,-0.0008660895866341889,0.2,0.001513671875,1980,0.0028083632,2.4616718292236328e-05
,277.82378161993324,,,,,,,,,,,,,,,
311.31653283863307,,,,,,,,,,,,,,,,
,,812000,-1068.6285168,0.0,99.6,,,,,,,,,,,
,525.4024606180159,,,,,,,,,,,,,,,
-62.188650873332634,,,,,,,,,,,,,,,,
,722.4699114063715,,,,,,,,,,,,,,,
-60.02097247110136,,,,,,,,,,,,,,,,
,477.28965471581023,,,,,,,,,,,,,,,
526.9782155802197,,,,,,,,,,,,,,,,
,233.6961721365361,,,,,,,,,,,,,,,
,,814000,-982.2214334000003,0.0,102.0,,,,,,,,,,,
959.4483852667394,,,,,,,,,,,,,,,,
,-60.34734802400188,,,,,,,,,,,,,,,
224.39882019348298,,,,,,,,,,,,,,,,
,285.1231493620334,,,,,,,,,,,,,,,
318.7957573931311,,,,,,41871.3236328125,0.0003,-8.068401002883911,0.929452657699585,21961.025390625,-0.00143232531263493,0.2,0.010400390625,1990,0.0049926387,-4.172325134277344e-06
,-162.29349846262426,,,,,,,,,,,,,,,
169.0019886727461,,,,,,,,,,,,,,,,
,,816000,-924.7167978,0.0,96.0,,,,,,,,,,,
,694.0450820769623,,,,,,,,,,,,,,,
-41.86509977864971,,,,,,,,,,,,,,,,
,219.83182212065972,,,,,,,,,,,,,,,
649.1315132266216,,,,,,,,,,,,,,,,
,359.3065427608136,,,,,,,,,,,,,,,
527.3762205504395,,,,,,,,,,,,,,,,
,,818000,-1201.1009492,0.0,99.2,,,,,,,,,,,
,95.0498370657219,,,,,,,,,,,,,,,
516.3784190962608,,,,,,,,,,,,,,,,
,415.38678769931295,,,,,,,,,,,,,,,
413.626663068165,,,,,,,,,,,,,,,,
,141.0762896254364,,,,,46817.576171875,0.0003,-8.066505622863769,0.9289175868034363,22266.044921875,-0.0009807693597394973,0.2,0.0019775390625,2000,0.003250454,-5.4836273193359375e-06
306.3526508466726,,,,,,,,,,,,,,,,
,421.1956274672092,,,,,,,,,,,,,,,
,,820000,-865.5572657999999,0.0,94.6,,,,,,,,,,,
974.8451182668838,,,,,,,,,,,,,,,,
,7.692978634828267,,,,,,,,,,,,,,,
432.568333866214,,,,,,,,,,,,,,,,
,174.70752418762936,,,,,,,,,,,,,,,
445.777613184888,,,,,,,,,,,,,,,,
,256.305417425834,,,,,,,,,,,,,,,
,,822000,-1061.8959788,0.0,99.5,,,,,,,,,,,
307.1888719150824,,,,,,,,,,,,,,,,
,488.880833784647,,,,,,,,,,,,,,,
510.4963682043287,,,,,,,,,,,,,,,,
,263.53735575208594,,,,,,,,,,,,,,,
680.1124340162839,,,,,,,,,,,,,,,,
,237.8630548122159,,,,,53821.2423828125,0.0003,-8.063510131835937,0.9287772178649902,28368.275390625,-0.000613224389962852,0.2,0.0,2010,0.001316474,7.331371307373047e-06
660.2059377469907,,,,,,,,,,,,,,,,
,465.96585835528714,,,,,,,,,,,,,,,
,,824000,-869.5226636999998,0.0,96.1,,,,,,,,,,,
285.4220417018363,,,,,,,,,,,,,,,,
,228.4736325464114,,,,,,,,,,,,,,,
-164.2726456793213,,,,,,,,,,,,,,,,
,298.89698038802715,,,,,,,,,,,,,,,
701.392153228722,,,,,,,,,,,,,,,,
,415.1838682126413,,,,,,,,,,,,,,,
,,826000,-1042.3765868,0.0,101.5,,,,,,,,,,,
71.54311701230782,,,,,,,,,,,,,,,,
,284.3648755404981,,,,,,,,,,,,,,,
683.7440186378211,,,,,,,,,,,,,,,,
,-64.65659442339634,,,,,,,,,,,,,,,
690.4257505633743,,,,,,,,,,,,,,,,
,540.4941723484624,,,,,45577.3521484375,0.0003,-8.063599920272827,0.9288027286529541,22634.650390625,-0.0010905578499659895,0.2,0.0042236328125,2020,0.0042525297,3.3736228942871094e-05
449.24032256237285,,,,,,,,,,,,,,,,
,,828000,-1421.2833807,0.0,101.2,,,,,,,,,,,
,451.80163799530146,,,,,,,,,,,,,,,
488.7317926493007,,,,,,,,,,,,,,,,
,506.11644191403803,,,,,,,,,,,,,,,
665.1848691906364,,,,,,,,,,,,,,,,
,461.35304150761687,,,,,,,,,,,,,,,
-78.39041792347241,,,,,,,,,,,,,,,,
,248.1647757478117,,,,,,,,,,,,,,,
,,830000,-1218.2957837999998,0.0,100.3,,,,,,,,,,,
739.2614119798016,,,,,,,,,,,,,,,,
,313.7352550848197,,,,,,,,,,,,,,,
-19.880827207063977,,,,,,,,,,,,,,,,
,695.5306908265209,,,,,,,,,,,,,,,
140.08751049448043,,,,,,,,,,,,,,,,
,535.3015251939968,,,,,,,,,,,,,,,
900.0172444147113,,,,,,54702.3587890625,0.0003,-8.06276912689209,0.9284709095954895,27432.943359375,-0.0008528942475095391,0.2,0.0012451171875,2030,0.002794215,9.953975677490234e-06
,,832000,-1098.2990659000002,0.0,98.6,,,,,,,,,,,
,501.0342900096113,,,,,,,,,,,,,,,
,416.8289701303891,,,,,,,,,,,,,,,
295.77434637298245,,,,,,,,,,,,,,,,
,419.1350862046264,,,,,,,,,,,,,,,
624.1850812711908,,,,,,,,,,,,,,,,
,428.1374926952427,,,,,,,,,,,,,,,
-306.73160992091414,,,,,,,,,,,,,,,,
,,834000,-1266.7035663,0.0,99.0,,,,,,,,,,,
,506.10454763128763,,,,,,,,,,,,,,,
932.3012337517023,,,,,,,,,,,,,,,,
,288.3288295198908,,,,,,,,,,,,,,,
773.9785331036203,,,,,,,,,,,,,,,,
,508.34288371502527,,,,,,,,,,,,,,,
933.3252622814173,,,,,,,,,,,,,,,,
,258.68474111898485,,,,,71167.28203125,0.0003,-8.061190032958985,0.9285146594047546,34462.5078125,-0.0009122085175476968,0.2,0.0001708984375,2040,0.0015984718,1.1861324310302734e-05
,,836000,-889.8605064999999,0.0,95.5,,,,,,,,,,,
416.6183176414419,,,,,,,,,,,,,,,,
,959.080026122276,,,,,,,,,,,,,,,
591.0037143852225,,,,,,,,,,,,,,,,
,213.03767455792672,,,,,,,,,,,,,,,
710.7821754271054,,,,,,,,,,,,,,,,
,350.9628916868742,,,,,,,,,,,,,,,
234.8895856743788,,,,,,,,,,,,,,,,
,,838000,-1245.9459863000002,0.0,101.0,,,,,,,,,,,
,677.226138601015,,,,,,,,,,,,,,,
488.47138133242123,,,,,,,,,,,,,,,,
,269.35782703317807,,,,,,,,,,,,,,,
466.6746536227673,,,,,,,,,,,,,,,,
,228.58230516107747,,,,,,,,,,,,,,,
687.225641058842,,,,,,,,,,,,,,,,
,392.7707187573303,,,,,59727.1732421875,0.0003,-8.061904239654542,0.9285156726837158,31024.064453125,-0.0005026199447456748,0.2,0.0001708984375,2050,0.0014324845,-4.172325134277344e-06
,,840000,-1171.7735816999998,0.0,101.2,,,,,,,,,,,
704.6820702739653,,,,,,,,,,,,,,,,
,269.16325750198314,,,,,,,,,,,,,,,
428.8266774514911,,,,,,,,,,,,,,,,
,99.16709489329978,,,,,,,,,,,,,,,
417.92847890424827,,,,,,,,,,,,,,,,
,188.8665888064961,,,,,,,,,,,,,,,
732.7348859292251,,,,,,,,,,,,,,,,
,,842000,-1138.2760683000001,0.0,101.1,,,,,,,,,,,
,979.5722412742725,,,,,,,,,,,,,,,
882.4433717916627,,,,,,,,,,,,,,,,
,528.4571498132906,,,,,,,,,,,,,,,
481.7334940574384,,,,,,,,,,,,,,,,
328.58942966437684,,,,,,,,,,,,,,,,
,200.0493372497533,,,,,,,,,,,,,,,
,,844000,-1331.6317492,0.0,101.5,62109.4208984375,0.0003,-8.060945892333985,0.9282455444335938,32027.75390625,-0.0009446512762224301,0.2,0.000146484375,2060,0.0018105849,9.59634780883789e-06
,-69.79100329270523,,,,,,,,,,,,,,,
-11.669692708506474,,,,,,,,,,,,,,,,
,196.78701240980106,,,,,,,,,,,,,,,
-151.07800104979532,,,,,,,,,,,,,,,,
,295.45181354746296,,,,,,,,,,,,,,,
693.8403237823809,,,,,,,,,,,,,,,,
,450.39624785729046,,,,,,,,,,,,,,,
,,846000,-1404.5970782,0.0,100.8,,,,,,,,,,,
139.25965832230239,,,,,,,,,,,,,,,,
,476.5230197004779,,,,,,,,,,,,,,,
256.2960754138053,,,,,,,,,,,,,,,,
,413.6290295574263,,,,,,,,,,,,,,,
41.55644626185192,,,,,,,,,,,,,,,,
,339.5345787740401,,,,,,,,,,,,,,,
220.29972200667302,,,,,,37267.6705078125,0.0003,-8.061193370819092,0.9287839531898499,17653.5625,-0.0024572471797000618,0.2,0.049560546875,2070,0.0076145604,1.0311603546142578e-05
,,848000,-1183.6707734,0.0,97.7,,,,,,,,,,,
,97.54942528076653,,,,,,,,,,,,,,,
246.01663128143204,,,,,,,,,,,,,,,,
,142.41448176502303,,,,,,,,,,,,,,,
288.87925624142446,,,,,,,,,,,,,,,,
,266.8896267648323,,,,,,,,,,,,,,,
308.99289794402796,,,,,,,,,,,,,,,,
,,850000,-917.9391661000002,0.0,89.4,,,,,,,,,,,
,461.2268382438109,,,,,,,,,,,,,,,
772.1113402411108,,,,,,,,,,,,,,,,
,-65.30383560939212,,,,,,,,,,,,,,,
725.9090315008127,,,,,,,,,,,,,,,,
,659.9470556952379,,,,,,,,,,,,,,,
165.29620850414062,,,,,,,,,,,,,,,,
,,852000,-842.4917177,0.0,93.3,50170.794140625,0.0003,-8.063931369781494,0.9287254810333252,23077.220703125,-0.00214681182987988,0.2,0.038134765625,2080,0.0071499534,1.233816146850586e-05
,236.26978917822353,,,,,,,,,,,,,,,
690.0698292194324,,,,,,,,,,,,,,,,
,36.40219659544544,,,,,,,,,,,,,,,
147.65808341372465,,,,,,,,,,,,,,,,
,695.6607714611683,,,,,,,,,,,,,,,
429.7439808481099,,,,,,,,,,,,,,,,
,111.87991803899747,,,,,,,,,,,,,,,
,,854000,-1214.8969906,0.0,95.0,,,,,,,,,,,
3.901434352704766,,,,,,,,,,,,,,,,
,175.66903123922597,,,,,,,,,,,,,,,
200.246219523429,,,,,,,,,,,,,,,,
,183.57710982692123,,,,,,,,,,,,,,,
276.2932732795522,,,,,,,,,,,,,,,,
,377.0549940614991,,,,,,,,,,,,,,,
-37.924888787034206,,,,,,,,,,,,,,,,
,,856000,-1438.6733801000003,0.0,96.8,,,,,,,,,,,
,403.4032266756052,,,,,40540.094140625,0.0003,-8.062204694747924,0.9285094738006592,20815.27734375,-0.0024137572851032018,0.2,0.049658203125,2090,0.009057979,-1.6689300537109375e-06
762.4956660270689,,,,,,,,,,,,,,,,
,425.83798912848636,,,,,,,,,,,,,,,
140.30347558535678,,,,,,,,,,,,,,,,
,15.151246726212928,,,,,,,,,,,,,,,
236.57970283097765,,,,,,,,,,,,,,,,
,,858000,-945.8127994,0.0,99.5,,,,,,,,,,,
,363.32249357515775,,,,,,,,,,,,,,,
438.3871105202531,,,,,,,,,,,,,,,,
522.8028956878975,,,,,,,,,,,,,,,,
,246.72984304895758,,,,,,,,,,,,,,,
,945.3818155292965,,,,,,,,,,,,,,,
163.85612351931158,,,,,,,,,,,,,,,,
,,860000,-1147.5546344999998,0.0,93.0,,,,,,,,,,,
,292.52877498993973,,,,,,,,,,,,,,,
-55.47473966424999,,,,,,,,,,,,,,,,
,192.47309815178744,,,,,48244.7255859375,0.0003,-8.060694646835326,0.928070068359375,24343.328125,-0.0022963635390624406,0.2,0.0323486328125,2100,0.008372243,-7.033348083496094e-06
190.4785624655361,,,,,,,,,,,,,,,,
,215.82070019315626,,,,,,,,,,,,,,,
46.447335057841265,,,,,,,,,,,,,,,,
,720.3974881976313,,,,,,,,,,,,,,,
,,862000,-1059.8757534000001,0.0,96.1,,,,,,,,,,,
72.90091668649146,,,,,,,,,,,,,,,,
,477.7436178720379,,,,,,,,,,,,,,,
271.85406505285596,,,,,,,,,,,,,,,,
,876.6950096009916,,,,,,,,,,,,,,,
33.943272402612266,,,,,,,,,,,,,,,,
,410.79811884687643,,,,,,,,,,,,,,,
-63.64848135956076,,,,,,,,,,,,,,,,
,,864000,-938.0680471,0.0,90.3,,,,,,,,,,,
,283.74904678999735,,,,,,,,,,,,,,,
849.4604526338078,,,,,,42014.8126953125,0.0003,-8.056015586853027,0.9269788265228271,22392.513671875,-0.0014042592112673447,0.2,0.0099365234375,2110,0.005056483,5.9604644775390625e-06
509.8731100953598,,,,,,,,,,,,,,,,
,300.49048694522196,,,,,,,,,,,,,,,
716.5583087867336,,,,,,,,,,,,,,,,
,505.4222152955821,,,,,,,,,,,,,,,
,,866000,-1189.266043,0.0,99.7,,,,,,,,,,,
,265.3831184897121,,,,,,,,,,,,,,,
203.21764539843255,,,,,,,,,,,,,,,,
,-123.91823633101474,,,,,,,,,,,,,,,
387.0235280375644,,,,,,,,,,,,,,,,
,128.8815879269701,,,,,,,,,,,,,,,
600.5621013621601,,,,,,,,,,,,,,,,
,135.92171743680223,,,,,,,,,,,,,,,
,,868000,-1050.6859819000001,0.0,98.9,,,,,,,,,,,
448.5156481842379,,,,,,,,,,,,,,,,
,501.44172422833606,,,,,,,,,,,,,,,
48.183806913654976,,,,,,51692.98046875,0.0003,-8.049762201309203,0.9264070987701416,24441.0390625,-0.0003645504140877165,0.2,0.0,2120,0.00093692413,1.1324882507324219e-06
,527.7478510993959,,,,,,,,,,,,,,,
694.1373944311389,,,,,,,,,,,,,,,,
,756.1559864532744,,,,,,,,,,,,,,,
228.67162900130302,,,,,,,,,,,,,,,,
,,870000,-1016.9508363000001,0.0,101.7,,,,,,,,,,,
,221.15134318536911,,,,,,,,,,,,,,,
518.6159707511961,,,,,,,,,,,,,,,,
,928.8148385243637,,,,,,,,,,,,,,,
218.91887297143685,,,,,,,,,,,,,,,,
,701.9553679211701,,,,,,,,,,,,,,,
633.6887602988878,,,,,,,,,,,,,,,,
,443.6517458349002,,,,,,,,,,,,,,,
,,872000,-1469.3369668,0.0,101.3,,,,,,,,,,,
336.0377766516079,,,,,,,,,,,,,,,,
,160.61594982567877,,,,,65434.46328125,0.0003,-8.048099660873413,0.9262771606445312,33320.83203125,-0.001188979303697124,0.2,0.0004638671875,2130,0.0021396074,-1.1920928955078125e-07
365.17698861923793,,,,,,,,,,,,,,,,
,663.519403199916,,,,,,,,,,,,,,,
47.00267486100096,,,,,,,,,,,,,,,,
,796.57861827589,,,,,,,,,,,,,,,
684.5562181610627,,,,,,,,,,,,,,,,
,,874000,-915.5661236,0.0,93.8,,,,,,,,,,,
,211.27602130772257,,,,,,,,,,,,,,,
330.1088137964099,,,,,,,,,,,,,,,,
,337.56872564288926,,,,,,,,,,,,,,,
355.1131924539154,,,,,,,,,,,,,,,,
,326.9605372532538,,,,,,,,,,,,,,,
463.39499738322957,,,,,,,,,,,,,,,,
,,876000,-1061.3713464,0.0,98.0,,,,,,,,,,,
,203.50741966688366,,,,,,,,,,,,,,,
95.14065916844258,,,,,,,,,,,,,,,,
,487.162212094055,,,,,53925.10546875,0.0003,-8.048261308670044,0.9265596270561218,28693.91796875,-0.0010561027913354338,0.2,0.0009033203125,2140,0.0027991587,1.7881393432617188e-05
464.58075603936715,,,,,,,,,,,,,,,,
,314.4244799396714,,,,,,,,,,,,,,,
284.39464445845755,,,,,,,,,,,,,,,,
,744.3326737136985,,,,,,,,,,,,,,,
,,878000,-841.4132092,0.0,96.5,,,,,,,,,,,
450.2701196946247,,,,,,,,,,,,,,,,
,359.01466796819483,,,,,,,,,,,,,,,
519.9600163881818,,,,,,,,,,,,,,,,
,507.32038666012414,,,,,,,,,,,,,,,
243.33117383093412,,,,,,,,,,,,,,,,
,-136.4804034916715,,,,,,,,,,,,,,,
288.40054674992604,,,,,,,,,,,,,,,,
,,880000,-1382.9267241,0.0,98.6,,,,,,,,,,,
,368.4459831697834,,,,,,,,,,,,,,,
367.1853344997045,,,,,,,,,,,,,,,,
,518.3242481154828,,,,,51809.9771484375,0.0003,-8.049911594390869,0.9265939593315125,24338.634765625,-0.002094846830004826,0.2,0.0181640625,2150,0.006464378,1.1324882507324219e-06
243.42773541734013,,,,,,,,,,,,,,,,
,772.0015015644825,,,,,,,,,,,,,,,
203.1787927551267,,,,,,,,,,,,,,,,
,,882000,-1206.6670019999997,0.0,97.8,,,,,,,,,,,
,503.5814856889774,,,,,,,,,,,,,,,
511.55471234465057,,,,,,,,,,,,,,,,
,43.90321652034263,,,,,,,,,,,,,,,
498.83570893164176,,,,,,,,,,,,,,,,
,87.73731808341293,,,,,,,,,,,,,,,
268.7631643979593,,,,,,,,,,,,,,,,
,938.9450561554086,,,,,,,,,,,,,,,
152.03263930082727,,,,,,,,,,,,,,,,
,,884000,-1161.1432897,0.0,97.5,,,,,,,,,,,
513.2322994431327,,,,,,,,,,,,,,,,
,181.0549815174304,,,,,,,,,,,,,,,
429.176011526613,,,,,,53747.7712890625,0.0003,-8.048710298538207,0.9262781143188477,26541.892578125,-0.0010532026703003795,0.2,0.0012451171875,2160,0.0029022433,5.602836608886719e-06
,496.60650371026003,,,,,,,,,,,,,,,
655.2583207026304,,,,,,,,,,,,,,,,
,418.2196283489385,,,,,,,,,,,,,,,
,,886000,-1060.8784335,0.0,96.2,,,,,,,,,,,
244.02311030182932,,,,,,,,,,,,,,,,
,163.08190354630523,,,,,,,,,,,,,,,
233.3350124255798,,,,,,,,,,,,,,,,
,493.3563995986871,,,,,,,,,,,,,,,
292.9407212150012,,,,,,,,,,,,,,,,
,153.5177922909974,,,,,,,,,,,,,,,
,,888000,-1299.5388056000002,0.0,100.6,,,,,,,,,,,
504.5283166087444,,,,,,,,,,,,,,,,
,61.647499241895886,,,,,,,,,,,,,,,
526.1506505584803,,,,,,,,,,,,,,,,
,114.86967542200209,,,,,,,,,,,,,,,
480.8326639173283,,,,,,44148.538671875,0.0003,-8.046851921081544,0.926119327545166,21090.279296875,-0.001768477528821677,0.2,0.0119384765625,2170,0.005811219,-2.384185791015625e-07
,47.20558538248331,,,,,,,,,,,,,,,
154.9868588325367,,,,,,,,,,,,,,,,
,,890000,-1223.2000357999998,0.0,96.4,,,,,,,,,,,
,393.03441113395667,,,,,,,,,,,,,,,
288.85822352818514,,,,,,,,,,,,,,,,
,107.49354410910864,,,,,,,,,,,,,,,
-197.0912993142065,,,,,,,,,,,,,,,,
,718.4286119784163,,,,,,,,,,,,,,,
-103.38067326407175,,,,,,,,,,,,,,,,
,,892000,-1029.0391833,0.0,88.5,,,,,,,,,,,
,361.03719311872726,,,,,,,,,,,,,,,
13.391772771048178,,,,,,,,,,,,,,,,
,98.505325612178,,,,,,,,,,,,,,,
453.65646831346186,,,,,,,,,,,,,,,,
,492.3035189510929,,,,,45819.8140625,0.0003,-8.044728755950928,0.9254637360572815,23994.919921875,-0.0020307847182266412,0.2,0.0388671875,2180,0.0060046804,1.633167266845703e-05
164.41090083742876,,,,,,,,,,,,,,,,
,622.6233008797558,,,,,,,,,,,,,,,
275.58810170133916,,,,,,,,,,,,,,,,
,,894000,-890.2567026,0.0,97.8,,,,,,,,,,,
,673.9451975853326,,,,,,,,,,,,,,,
161.50008719019146,,,,,,,,,,,,,,,,
441.3486043424242,,,,,,,,,,,,,,,,
,559.0573311384401,,,,,,,,,,,,,,,
655.1341362580158,,,,,,,,,,,,,,,,
,242.61817886311837,,,,,,,,,,,,,,,
,,896000,-1385.3697011999998,0.0,98.4,,,,,,,,,,,
,-98.77714936654714,,,,,,,,,,,,,,,
-189.90013871392745,,,,,,,,,,,,,,,,
222.73332583479723,,,,,,,,,,,,,,,,
,498.7125034337249,,,,,,,,,,,,,,,
170.00936570385963,,,,,,49410.15625,0.0003,-8.038526010513305,0.924429714679718,26863.298828125,-0.0015159707283601165,0.2,0.0231689453125,2190,0.006282137,8.940696716308594e-07
,236.2625482135948,,,,,,,,,,,,,,,
271.2518330566561,,,,,,,,,,,,,,,,
,722.8369606922486,,,,,,,,,,,,,,,
,,898000,-891.0457045999999,0.0,87.5,,,,,,,,,,,
,428.98793789366573,,,,,,,,,,,,,,,
-34.36892893349313,,,,,,,,,,,,,,,,
,237.38645510750467,,,,,,,,,,,,,,,
491.98694919547813,,,,,,,,,,,,,,,,
,-34.402151108849395,,,,,,,,,,,,,,,
-28.38445565848635,,,,,,,,,,,,,,,,
,,900000,-959.7687842000001,0.0,91.3,,,,,,,,,,,
,-39.24176136547881,,,,,,,,,,,,,,,
433.9153459747264,,,,,,,,,,,,,,,,
,24.5157606226698,,,,,,,,,,,,,,,
410.22232244383093,,,,,,,,,,,,,,,,
,109.5696784367818,,,,,42267.6099609375,0.0003,-8.034288930892945,0.9244087338447571,20799.328125,-0.0019450288964435458,0.2,0.0395263671875,2200,0.0068697073,1.6689300537109375e-06
803.9513635614783,,,,,,,,,,,,,,,,
,,902000,-997.3812661999998,0.0,98.3,,,,,,,,,,,
,322.735558193586,,,,,,,,,,,,,,,
282.05453725758133,,,,,,,,,,,,,,,,
,137.41532953838419,,,,,,,,,,,,,,,
227.6153544947666,,,,,,,,,,,,,,,,
,201.8460547213612,,,,,,,,,,,,,,,
513.9247943262668,,,,,,,,,,,,,,,,
,194.54375517778743,,,,,,,,,,,,,,,
,,904000,-961.2360821,0.0,99.3,,,,,,,,,,,
526.0789964388923,,,,,,,,,,,,,,,,
,0.9637747779681064,,,,,,,,,,,,,,,
709.7801233383445,,,,,,,,,,,,,,,,
,123.0553831143261,,,,,,,,,,,,,,,
444.1205896651296,,,,,,49410.0529296875,0.0003,-8.03653917312622,0.924936830997467,25108.365234375,-0.002010384196182713,0.2,0.02822265625,2210,0.0066785445,8.344650268554688e-06
,504.98640128557906,,,,,,,,,,,,,,,
469.63728381218436,,,,,,,,,,,,,,,,
,,906000,-621.487934,0.0,91.1,,,,,,,,,,,
,202.01808330570103,,,,,,,,,,,,,,,
126.36007058723196,,,,,,,,,,,,,,,,
,40.68647531675752,,,,,,,,,,,,,,,
224.04227358994558,,,,,,,,,,,,,,,,
,278.52728569209796,,,,,,,,,,,,,,,
515.6100136635508,,,,,,,,,,,,,,,,
,502.62163181530406,,,,,,,,,,,,,,,
,,908000,-1003.7350596,0.0,92.6,,,,,,,,,,,
476.01489405556697,,,,,,,,,,,,,,,,
24.147711459927905,,,,,,,,,,,,,,,,
,401.30298135052095,,,,,,,,,,,,,,,
,520.2683183590457,,,,,,,,,,,,,,,
501.49021762364555,,,,,,,,,,,,,,,,
516.5074265889377,,,,,,53809.9494140625,0.0003,-8.03928771018982,0.9251773357391357,27226.693359375,-0.0015848734125029295,0.2,0.0083984375,2220,0.0046568518,1.2874603271484375e-05
,72.32568892740926,,,,,,,,,,,,,,,
,,910000,-932.9231750000001,0.0,94.8,,,,,,,,,,,
185.13083181340613,,,,,,,,,,,,,,,,
,45.44865723157535,,,,,,,,,,,,,,,
232.4372723835805,,,,,,,,,,,,,,,,
,223.2194802217094,,,,,,,,,,,,,,,
467.59678067583326,,,,,,,,,,,,,,,,
,177.9377896116019,,,,,,,,,,,,,,,
434.02891741295963,,,,,,,,,,,,,,,,
,,912000,-1015.8170549,0.0,94.3,,,,,,,,,,,
,550.2684448198554,,,,,,,,,,,,,,,
483.85346621116,,,,,,,,,,,,,,,,
,258.505559727774,,,,,,,,,,,,,,,
509.8467930372327,,,,,,,,,,,,,,,,
,471.32121573287367,,,,,,,,,,,,,,,
480.43882008242656,,,,,,39941.2177734375,0.0003,-8.040023231506348,0.9250516295433044,20490.35546875,-0.0031104259425774215,0.2,0.0416259765625,2230,0.009232741,1.4007091522216797e-05
,262.5002593465217,,,,,,,,,,,,,,,
,,914000,-1211.3120128,0.0,101.8,,,,,,,,,,,
659.6194967333744,,,,,,,,,,,,,,,,
,389.3937600497262,,,,,,,,,,,,,,,
707.8435767088849,,,,,,,,,,,,,,,,
,456.30217356723387,,,,,,,,,,,,,,,
164.99866216301007,,,,,,,,,,,,,,,,
,480.1763715743935,,,,,,,,,,,,,,,
,,916000,-1123.2507166999999,0.0,100.7,,,,,,,,,,,
,230.69810996323736,,,,,,,,,,,,,,,
107.11044539541754,,,,,,,,,,,,,,,,
,273.9761222181318,,,,,,,,,,,,,,,
218.2408869232178,,,,,,,,,,,,,,,,
,416.72013208792816,,,,,,,,,,,,,,,
-266.9523446228168,,,,,,53485.6228515625,0.0003,-8.038271427154541,0.9247540831565857,27104.71875,-0.001943849620874971,0.2,0.0197509765625,2240,0.0069008004,-2.1457672119140625e-06
,928.8955022856284,,,,,,,,,,,,,,,
,,918000,-1309.3904242,0.0,101.0,,,,,,,,,,,
288.9226124890281,,,,,,,,,,,,,,,,
,157.96991132755875,,,,,,,,,,,,,,,
-91.38104094479884,,,,,,,,,,,,,,,,
,425.9030759403422,,,,,,,,,,,,,,,
450.03509696572337,,,,,,,,,,,,,,,,
,253.750856325625,,,,,,,,,,,,,,,
,,920000,-930.7312129,0.0,96.6,,,,,,,,,,,
986.2722965155892,,,,,,,,,,,,,,,,
,-8.244492194493722,,,,,,,,,,,,,,,
-188.28715777093205,,,,,,,,,,,,,,,,
,371.33988307326064,,,,,,,,,,,,,,,
48.60489493746075,,,,,,,,,,,,,,,,
,261.63003850744286,,,,,,,,,,,,,,,
203.1375450619631,,,,,,45829.3970703125,0.0003,-8.038496828079223,0.9252763390541077,22371.626953125,-0.002567576459841803,0.2,0.05791015625,2250,0.008320828,7.152557373046875e-07
,,922000,-930.9912759999997,0.0,97.7,,,,,,,,,,,
,188.3939257333456,,,,,,,,,,,,,,,
366.7891095216426,,,,,,,,,,,,,,,,
,753.7478820318273,,,,,,,,,,,,,,,
941.4136758983614,,,,,,,,,,,,,,,,
,308.1542039995742,,,,,,,,,,,,,,,
362.0194963910618,,,,,,,,,,,,,,,,
,907.8956058857927,,,,,,,,,,,,,,,
,,924000,-1208.9245950999998,0.0,99.2,,,,,,,,,,,
238.42990915190936,,,,,,,,,,,,,,,,
,446.3482898319038,,,,,,,,,,,,,,,
496.48722318130115,,,,,,,,,,,,,,,,
,263.63013858234126,,,,,,,,,,,,,,,
249.52781652924722,,,,,,,,,,,,,,,,
,245.7572757445708,,,,,,,,,,,,,,,
,,926000,-780.4722756000001,0.0,91.6,61730.0310546875,0.0003,-8.040625810623169,0.9251790642738342,31148.607421875,-0.0007019411190412938,0.2,0.005615234375,2260,0.0035942178,1.7285346984863281e-06
532.5027721403396,,,,,,,,,,,,,,,,
,-17.851667557769037,,,,,,,,,,,,,,,
344.72293839617254,,,,,,,,,,,,,,,,
,-108.33690298818301,,,,,,,,,,,,,,,
223.06779573330874,,,,,,,,,,,,,,,,
,768.686255213321,,,,,,,,,,,,,,,
17.972714072029923,,,,,,,,,,,,,,,,
,,928000,-1297.9088407000002,0.0,98.2,,,,,,,,,,,
,540.7374263583969,,,,,,,,,,,,,,,
-19.80873817620083,,,,,,,,,,,,,,,,
,146.1651386918606,,,,,,,,,,,,,,,
750.0863223904483,,,,,,,,,,,,,,,,
269.6391495812139,,,,,,,,,,,,,,,,
